Project ID,Project Name,Project Approval Fiscal Year,Closing FY,Evaluation Date,Evaluation Type,IEG Outcome Ratings,IEG Bank Performance Ratings,IEG Quality at Entry Ratings,IEG Quality of Supervision Ratings,IEG Monitoring and Evaluation Quality Ratings,Global Practice,Practice Group,Region,Country,Country FCS Status,Country Lending Group,Agreement Type,Lending Instrument,Project Volume
P004171,ENVIRON RESEARCH & E,1993,1999,30-06-1999,ICRR,Highly Satisfactory,Highly Satisfactory,Satisfactory,Highly Satisfactory,Not Rated,Education,HD,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=50 millon & <100 million
P004170,PTRL DIST & SEC MGMT,1993,1999,12-08-1999,ICRR,Unsatisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Energy & Extractives,INFRA,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=100 million
P056235,KOREA SAL,1998,1999,19-08-1999,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SAL,>=100 million
P004174,ENV TECHNOLOGY DEVEL,1994,1999,30-06-1999,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Education,HD,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=50 millon & <100 million
P004172,FINCL INTERMEDIATION,1994,1999,23-05-2000,ICRR,Moderately Satisfactory,Unsatisfactory,Satisfactory,Highly Unsatisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,East Asia And Pacific,"Korea, Republic of",0,,IBRD,FIL,>=50 millon & <100 million
P056521,SAL 2,1999,1999,06-07-2000,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Macroeconomics, Trade and Investment",EFI,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SAL,>=100 million
P004169,Kwangju and Seoul Sewerage Project,1993,2000,27-07-2000,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Water,SD,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=25 million & <50 million
P004168,KR-SCIENCE & TECH EDUC SECT,1994,2000,03-08-2000,ICRR,Highly Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Education,HD,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=100 million
P035079,WASTE DISPOSAL PROJECT,1995,2002,15-08-2002,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Water,SD,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=50 millon & <100 million
P004175,KR-PUSAN URB TRANSPORT,1995,2002,30-06-2003,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=50 millon & <100 million
P056796,KR-FIN. & CORP. RES. AS,1999,2002,25-03-2003,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,East Asia And Pacific,"Korea, Republic of",0,,IBRD,TAL,>=25 million & <50 million
P004173,Ports Development and Environment,1995,2004,28-06-2004,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,East Asia And Pacific,"Korea, Republic of",0,,IBRD,SIL,>=50 millon & <100 million
P069469,Economic Assistance Project,2000,2000,07-08-2001,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Europe And Central Asia,Kosovo,0,IDA,SPF,SAL,less than 10 million
P071114,Economic Assistance 2 Project,2001,2001,07-08-2001,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P071264,Economic Assistance 3 Project (PSD),2001,2002,12-08-2002,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P070046,Energy Sector Technical Assistance Project,2001,2003,17-09-2003,ICRR,Satisfactory,Highly Satisfactory,Highly Satisfactory,Satisfactory,Not Rated,Energy & Extractives,INFRA,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P069325,Emergency Farm Reconstruction Project,2000,2003,22-04-2004,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,>=10 million & <25 million
P078380,Economic Assistance 4 Project,2003,2004,20-10-2004,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,,Not Rated,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kosovo,0,IDA,IDA,SAL,less than 10 million
P070295,Urgent Road Project,2001,2004,09-08-2004,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P072814,Community Development Fund Project,2001,2004,16-08-2004,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Social Protection & Jobs,HD,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P069516,Education & Health Project,2000,2004,09-03-2005,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Education,HD,Europe And Central Asia,Kosovo,0,IDA,SPF,LIL,less than 10 million
P069629,Small & Medium Enterprises (SME) Credit Project,2001,2004,20-07-2004,ICRR,Unsatisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kosovo,0,IDA,SPF,FIL,less than 10 million
P071265,Private Sector Development Technical Assistance Project,2001,2004,06-01-2005,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P070365,Pilot Water Supply Project,2001,2005,28-09-2005,ICRR,Moderately Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,Water,SD,Europe And Central Asia,Kosovo,0,IDA,SPF,ERL,less than 10 million
P079019,Energy Sector Technical Assistance 2 Project,2003,2006,18-09-2006,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Energy & Extractives,INFRA,Europe And Central Asia,Kosovo,1,IDA,IDA,TAL,less than 10 million
P079259,Community Development Fund 2 Project,2004,2007,09-03-2008,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Modest,Social Protection & Jobs,HD,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,less than 10 million
P072405,Social Protection Project,2002,2007,19-06-2007,ICRR,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Modest,Social Protection & Jobs,HD,Europe And Central Asia,Kosovo,1,IDA,SPF,ERL,less than 10 million
P079260,Education Participation Improvement Project,2003,2007,10-09-2007,ICRR,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Modest,Education,HD,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,less than 10 million
P088865,Energy Sector Technical Assistance 3 Project,2005,2008,16-04-2009,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,Energy & Extractives,INFRA,Europe And Central Asia,Kosovo,1,IDA,IDA,TAL,less than 10 million
P078674,Economic Policy & Public Expenditure Management Technical Assistance Project (PEMTAG),2005,2009,19-03-2010,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Negligible,Governance,EFI,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,less than 10 million
P102165,Avian Influenza Control and Human Pandemic Preparedness and Response Project,2007,2011,17-06-2013,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Negligible,"Urban, Resilience and Land",SD,Europe And Central Asia,Kosovo,1,IDA,IDA,ERL,less than 10 million
P088045,Business Environment TA Project,2005,2012,03-09-2013,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kosovo,1,IDA,IDA,TAL,less than 10 million
P129327,Second Sustainable Employment Development Policy Operation,2012,2012,30-09-2015,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,Social Protection & Jobs,HD,Europe And Central Asia,Kosovo,1,IDA,SPF,DPL,>=25 million & <50 million
P112227,First Sustainable Employment Development Policy Operation,2011,2012,30-09-2015,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,Social Protection & Jobs,HD,Europe And Central Asia,Kosovo,1,IDA,IDA,DPL,less than 10 million
P097635,Lignite Power Technical Assistance Project,2007,2012,12-06-2014,ICRR,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,Energy & Extractives,INFRA,Europe And Central Asia,Kosovo,1,IDA,IDA,TAL,less than 10 million
P102174,Institutional Development for Education Project,2008,2014,29-10-2014,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Education,HD,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,less than 10 million
P096181,Energy Sector Cleanup and Land Reclamation Project,2006,2017,29-06-2017,ICRR,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Substantial,"Environment, Natural Resources & the Blue Economy",SD,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,>=10 million & <25 million
P108080,Kosovo Financial Sector Strengthening & Market Infrastructure Project,2008,2017,19-01-2018,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kosovo,1,IDA,IDA,TAL,less than 10 million
P101614,Public Sector Modernization Project,2010,2017,23-01-2018,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Governance,EFI,Europe And Central Asia,Kosovo,1,IDA,IDA,SIL,less than 10 million
P101214,Real Estate Cadastre and Registration,2010,2018,28-06-2019,ICRR,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,"Urban, Resilience and Land",SD,Europe And Central Asia,Kosovo,1,IDA,IDA,IPF,>=10 million & <25 million
P149005,Kosovo Education System Improvement Project,2016,2021,28-06-2022,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Substantial,Education,HD,Europe And Central Asia,Kosovo,1,IDA,IDA,IPF,less than 10 million
P147402,Kosovo Health Project,2014,2022,21-07-2022,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Substantial,"Health, Nutrition & Population",HD,Europe And Central Asia,Kosovo,1,IDA,IDA,IPF,>=10 million & <25 million
P008516,Agricultural Privatization & Enterprise Adjustment Credit (APEAC),1995,1997,06-08-1998,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAL,>=25 million & <50 million
P034095,Financial Sector Adjustment Credit (FSAC),1996,1998,23-08-2000,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAD,>=25 million & <50 million
P008521,Public Sector Resource Management Adjustment Credit,1997,1999,31-07-2000,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Governance,EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAL,>=25 million & <50 million
P038569,Social Sector Adjustment Credit (SOSAC),1999,2000,29-03-2001,ICRR,Satisfactory,Highly Satisfactory,Highly Satisfactory,Highly Satisfactory,Not Rated,Social Protection & Jobs,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAD,>=25 million & <50 million
P008515,Social Safety Net Project,1995,2000,09-04-2001,ICRR,Moderately Unsatisfactory,Unsatisfactory,Satisfactory,Unsatisfactory,Not Rated,Social Protection & Jobs,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P008512,Rehabilitation Project,1993,2001,28-08-2000,PPAR,Moderately Satisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,RIL,>=50 millon & <100 million
P008514,Privatization & Enterprise Sector Adjustment Credit (PESAC),1994,2001,28-08-2000,PPAR,Moderately Satisfactory,Satisfactory,Highly Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAD,>=50 millon & <100 million
P008518,Telecommunications Reform,1994,2001,18-06-2002,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P008520,RURAL FINANCE PROJECT,1997,2001,19-08-2002,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P045631,Financial Sector Technical Assistance (TA) Project,1996,2002,15-08-2002,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P008523,HEALTH PROJECT,1996,2002,30-06-2008,PPAR,Satisfactory,Highly Satisfactory,Highly Satisfactory,Highly Satisfactory,Substantial,"Health, Nutrition & Population",HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P008524,Private Enterprise Support Project,1995,2003,18-05-2004,ICRR,Moderately Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Not Rated,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,FIL,less than 10 million
P008513,Sheep & Wool Improvement Project,1996,2003,30-09-2003,ICRR,Moderately Unsatisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIM,less than 10 million
P062682,Flood Emergency Project,1999,2004,17-12-2004,ICRR,Satisfactory,Highly Satisfactory,Satisfactory,Highly Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,ERL,>=10 million & <25 million
P035810,Consolidation Structural Adjustment Credit (CSAC),2001,2005,23-08-2005,ICRR,Unsatisfactory,Satisfactory,Unsatisfactory,Satisfactory,Not Rated,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAL,>=10 million & <25 million
P064585,Rural Finance 2 Project,1999,2005,28-03-2006,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,FIL,>=10 million & <25 million
P046042,IRRIGATION REHABILITATION PROJECT,1998,2006,04-05-2007,ICRR,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Negligible,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P050719,Kyrgyz Urban Transport Project,2001,2006,12-09-2006,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,Transport,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P051372,Health Sector Reform 2 Project,2001,2006,30-06-2008,PPAR,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,Substantial,"Health, Nutrition & Population",HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P049723,On-Farm Irrigation Project,2000,2008,26-03-2009,ICRR,Moderately Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P040721,Agriculture Support Services Project (ASSP),1998,2008,23-06-2011,PPAR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P008519,Power & District Heating Rehabilitation Project,1996,2008,23-01-2009,ICRR,Moderately Unsatisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Modest,Energy & Extractives,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P071061,Governance Structural Adjustment Credit (GSAC),2003,2008,24-07-2009,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Governance,EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SAL,>=10 million & <25 million
P036977,Rural Water Supply & Sanitation Project,2002,2009,29-03-2010,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P073973,Village Investment Project,2004,2009,16-02-2018,PPAR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P049719,Land & Real Estate Registration Project,2000,2009,29-06-2010,PPAR,Highly Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,less than 10 million
P069814,Consolidated Technical Assistance (TA) Project,2000,2010,07-12-2010,ICRR,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Negligible,Energy & Extractives,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P078976,RURAL EDUCATION PROJECT,2005,2011,17-07-2017,PPAR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,Education,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P099453,Avian Influenza Control & Human Pandemic Preparedness & Response Project,2006,2012,24-02-2014,ICRR,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Modest,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,ERL,less than 10 million
P083377,Small Towns Infrastructure & Capacity Building Project,2005,2012,16-11-2013,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Modest,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P101392,Emergency Energy Assistance,2009,2012,05-08-2013,ICRR,Moderately Satisfactory,Satisfactory,Highly Satisfactory,Satisfactory,Substantial,Energy & Extractives,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,ERL,>=10 million & <25 million
P125425,Economic Recovery Support Operation,2012,2012,03-04-2014,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,DPL,>=25 million & <50 million
P096993,Agricultural Investments and Services Project,2008,2013,29-01-2015,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Negligible,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P118423,Fast Track Initiative Catalytic Grant Fund -2,2011,2013,14-01-2014,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,Education,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,RETF,SIL,less than 10 million
P087811,Reducing Technical Barriers for Entrepreneurship and Trade,2007,2013,23-06-2014,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P049724,Agribusiness & Marketing Project,2005,2013,19-02-2014,ICRR,Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Negligible,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,less than 10 million
P083235,Disaster Hazard Mitigation Project,2004,2013,26-08-2014,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Environment, Natural Resources & the Blue Economy",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,less than 10 million
P074881,Payments & Banking System Modernization Project,2004,2013,27-08-2013,ICRR,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Substantial,"Finance, Competitiveness and Innovation",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P071063,Governance Technical Assistance Project,2003,2014,31-03-2015,ICRR,Unsatisfactory,Unsatisfactory,Unsatisfactory,Unsatisfactory,Negligible,Governance,EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P123044,Emergency Recovery Project,2011,2014,09-02-2015,ICRR,Satisfactory,Satisfactory,Moderately Satisfactory,Satisfactory,Modest,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,ERL,>=50 millon & <100 million
P088671,Water Management Improvement Project (WMIP),2006,2014,14-10-2014,ICRR,Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Modest,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=10 million & <25 million
P108178,Second Land and Real Estate Registration Project,2009,2014,15-01-2015,ICRR,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Substantial,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,less than 10 million
P108525,Capacity Building for Economic Management Grant,2009,2014,10-09-2015,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Modest,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,TAL,less than 10 million
P107608,National Road Rehabilitation (Osh-Batken-Isfana),2010,2015,19-10-2015,ICRR,Satisfactory,Moderately Satisfactory,Satisfactory,Moderately Satisfactory,Substantial,Transport,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P098949,Second Village Investment Project,2007,2015,16-02-2018,PPAR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,Not Rated,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P126034,Programmatic Development Policy Operation 1,2014,2015,07-06-2022,PPAR,Moderately Unsatisfactory,Moderately Unsatisfactory,,,,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,DPL,>=25 million & <50 million
P084977,Health & Social Protection Project,2006,2015,18-11-2016,ICRR,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Substantial,"Health, Nutrition & Population",HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P110267,Second Rural Water Supply & Sanitation,2009,2015,02-12-2015,ICRR,Moderately Satisfactory,Moderately Satisfactory,Unsatisfactory,Moderately Satisfactory,Modest,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,less than 10 million
P112713,Capacity Building in Public Financial Management,2010,2015,28-06-2016,ICRR,Moderately Satisfactory,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Substantial,Governance,EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,RETF,TAL,less than 10 million
P118838,Agricultural Productivity Assistance Project,2011,2016,19-07-2016,ICRR,Moderately Unsatisfactory,Moderately Unsatisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Modest,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,RETF,SIL,less than 10 million
P104994,Bishkek and Osh Urban Infrastructure Project,2008,2016,17-02-2017,ICRR,Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Substantial,"Urban, Resilience and Land",SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P126274,Programmatic Development Policy Operation 2,2014,2016,07-06-2022,PPAR,Moderately Unsatisfactory,Moderately Unsatisfactory,,,,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,DPL,>=25 million & <50 million
P152440,Energy Sector Development Policy Operation,2015,2016,22-06-2018,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Substantial,Energy & Extractives,INFRA,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,DPL,>=10 million & <25 million
P096409,Second On-farm Irrigation Project,2007,2017,30-01-2018,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Modest,Water,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,SIL,>=25 million & <50 million
P132490,Kyrgyz Global Partnership for Education (GPE) - 3,2014,2018,28-05-2019,ICRR,Highly Satisfactory,Satisfactory,Satisfactory,Satisfactory,Substantial,Education,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,RETF,IPF,>=10 million & <25 million
P148099,Governance and Competitiveness Programmatic DPO,2017,2018,07-06-2022,PPAR,Moderately Unsatisfactory,Moderately Unsatisfactory,,,,"Macroeconomics, Trade and Investment",EFI,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,DPL,>=10 million & <25 million
P113350,Sector Support for Education Reform Project,2013,2019,25-06-2020,ICRR,Satisfactory,Satisfactory,Satisfactory,Highly Satisfactory,High,Education,HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,IPF,>=10 million & <25 million
P120435,Kyrgyz Health Results Based Financing,2013,2019,28-02-2020,ICRR,Satisfactory,Satisfactory,Satisfactory,Satisfactory,High,"Health, Nutrition & Population",HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,RETF,IPF,>=10 million & <25 million
P145162,Pasture and Livestock Management Improvement Project,2015,2019,13-03-2020,ICRR,Moderately Satisfactory,Moderately Satisfactory,Moderately Satisfactory,Satisfactory,Modest,Agriculture and Food,SD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,IPF,>=10 million & <25 million
P126278,Kyrgyz Second Health and Social Protection Project,2013,2020,04-12-2020,ICRR,Satisfactory,Moderately Satisfactory,Moderately Unsatisfactory,Satisfactory,Substantial,"Health, Nutrition & Population",HD,Europe And Central Asia,Kyrgyz Republic,0,IDA,IDA,IPF,>=10 million & <25 million
